Node ID  | Type   | CC0          | CC1          | CO          
379      | NAND   | 5            | 4            | 33          
382      | NAND   | 5            | 4            | 33          
385      | NAND   | 5            | 4            | 33          
388      | BUFF   | 3            | 5            | 0           
389      | BUFF   | 3            | 5            | 0           
390      | BUFF   | 3            | 5            | 0           
391      | BUFF   | 3            | 4            | 0           
392      | OR     | 11           | 3            | 1           
393      | NOT    | 4            | 6            | 34          
399      | NOT    | 4            | 6            | 1           
400      | AND    | 2            | 13           | 21          
401      | NOT    | 4            | 10           | 1           
402      | NOT    | 4            | 11           | 1           
403      | NOT    | 3            | 5            | 1           
404      | NOT    | 5            | 6            | 35          
405      | NOT    | 5            | 6            | 35          
406      | AND    | 6            | 9            | 28          
407      | NOT    | 5            | 6            | 35          
408      | NOT    | 5            | 6            | 35          
409      | AND    | 6            | 9            | 28          
410      | NAND   | 10           | 4            | 31          
411      | NOT    | 5            | 6            | 35          
412      | NOT    | 5            | 6            | 35          
413      | AND    | 6            | 9            | 28          
414      | NOT    | 5            | 6            | 35          
415      | NOT    | 5            | 6            | 35          
416      | AND    | 6            | 9            | 28          
417      | AND    | 2            | 5            | 17          
418      | BUFF   | 4            | 7            | 0           
419      | BUFF   | 9            | 4            | 0           
420      | BUFF   | 6            | 4            | 0           
421      | BUFF   | 6            | 4            | 0           
422      | BUFF   | 6            | 4            | 0           
423      | BUFF   | 3            | 5            | 0           
424      | NOT    | 14           | 3            | 20          
425      | AND    | 6            | 13           | 28          
426      | AND    | 6            | 13           | 28          
427      | AND    | 2            | 10           | 31          
432      | AND    | 2            | 12           | 31          
437      | NAND   | 12           | 2            | 29          
442      | NAND   | 14           | 2            | 33          
443      | NAND   | 10           | 2            | 30          
444      | AND    | 6            | 13           | 28          
445      | AND    | 6            | 13           | 28          
446      | BUFF   | 12           | 4            | 0           
447      | BUFF   | 5            | 7            | 0           
448      | BUFF   | 5            | 11           | 0           
449      | BUFF   | 5            | 12           | 0           
450      | BUFF   | 4            | 6            | 0           
451      | NOT    | 4            | 15           | 19          
460      | NOR    | 10           | 13           | 21          
463      | NOR    | 10           | 13           | 21          
466      | NAND   | 7            | 11           | 28          
475      | AND    | 2            | 12           | 29          
476      | AND    | 3            | 15           | 28          
477      | AND    | 2            | 12           | 29          
478      | AND    | 3            | 15           | 28          
479      | AND    | 2            | 12           | 29          
480      | AND    | 3            | 15           | 28          
481      | AND    | 2            | 12           | 29          
482      | AND    | 3            | 15           | 28          
483      | NAND   | 4            | 2            | 28          
488      | OR     | 16           | 3            | 25          
489      | OR     | 16           | 3            | 27          
490      | OR     | 16           | 3            | 27          
491      | OR     | 16           | 3            | 27          
492      | NOR    | 10           | 13           | 21          
495      | NOR    | 10           | 13           | 21          
498      | NAND   | 15           | 2            | 19          
499      | OR     | 12           | 2            | 19          
500      | NAND   | 15           | 2            | 19          
501      | OR     | 12           | 2            | 19          
502      | AND    | 2            | 13           | 29          
503      | NOR    | 13           | 6            | 25          
504      | AND    | 2            | 13           | 29          
505      | NOR    | 13           | 6            | 25          
506      | AND    | 2            | 13           | 29          
507      | NOR    | 13           | 6            | 25          
508      | AND    | 2            | 13           | 29          
509      | NOR    | 13           | 6            | 25          
510      | AND    | 2            | 4            | 26          
511      | AND    | 2            | 13           | 26          
512      | AND    | 2            | 4            | 28          
513      | AND    | 2            | 13           | 28          
514      | AND    | 2            | 4            | 28          
515      | AND    | 2            | 13           | 28          
516      | AND    | 2            | 4            | 28          
517      | AND    | 2            | 13           | 28          
518      | NAND   | 15           | 2            | 19          
519      | OR     | 12           | 2            | 19          
520      | NAND   | 15           | 2            | 19          
521      | OR     | 12           | 2            | 19          
522      | AND    | 2            | 17           | 17          
523      | AND    | 2            | 17           | 17          
524      | AND    | 2            | 17           | 17          
525      | AND    | 2            | 17           | 17          
526      | AND    | 2            | 17           | 17          
527      | NAND   | 17           | 2            | 19          
528      | NAND   | 17           | 2            | 19          
529      | NAND   | 17           | 2            | 19          
530      | NAND   | 5            | 13           | 16          
533      | NAND   | 5            | 13           | 16          
536      | NOR    | 4            | 5            | 26          
537      | NOR    | 4            | 5            | 26          
538      | NOR    | 4            | 5            | 26          
539      | NOR    | 4            | 5            | 26          
540      | NOR    | 5            | 5            | 23          
541      | NOR    | 5            | 5            | 25          
542      | NOR    | 5            | 5            | 25          
543      | NOR    | 5            | 5            | 25          
544      | NAND   | 5            | 13           | 16          
547      | NAND   | 5            | 13           | 16          
550      | NOT    | 14           | 6            | 15          
551      | NOT    | 14           | 6            | 15          
552      | AND    | 6            | 27 [TOP]     | 17          ~set[0]
553      | NAND   | 12           | 5            | 19          
557      | NAND   | 12           | 5            | 19          
561      | NAND   | 12           | 5            | 19          
565      | NAND   | 12           | 5            | 19          
569      | NAND   | 9            | 6            | 19          
573      | NAND   | 9            | 6            | 21          
577      | NAND   | 9            | 6            | 21          
581      | NAND   | 9            | 6            | 21          
585      | NOT    | 14           | 6            | 15          
586      | NOT    | 14           | 6            | 15          
587      | AND    | 6            | 27 [TOP]     | 17          ~set[1]
588      | AND    | 15           | 13           | 8           
589      | AND    | 15           | 13           | 8           
590      | NAND   | 7            | 2            | 20          
593      | OR     | 14           | 2            | 18          
596      | AND    | 2            | 7            | 17          
597      | NAND   | 7            | 2            | 20          
600      | OR     | 14           | 2            | 22          
605      | AND    | 2            | 7            | 17          
606      | NAND   | 7            | 2            | 20          
609      | OR     | 14           | 2            | 22          
615      | AND    | 2            | 7            | 17          
616      | NAND   | 7            | 2            | 20          
619      | OR     | 14           | 2            | 22          
624      | AND    | 2            | 7            | 17          
625      | NAND   | 8            | 2            | 20          
628      | OR     | 11           | 2            | 22          
631      | AND    | 2            | 8            | 17          
632      | NAND   | 8            | 2            | 22          
635      | OR     | 11           | 2            | 24          
640      | AND    | 2            | 8            | 19          
641      | NAND   | 8            | 2            | 22          
644      | OR     | 11           | 2            | 24          
650      | AND    | 2            | 8            | 19          
651      | NAND   | 8            | 2            | 22          
654      | OR     | 11           | 2            | 24          
659      | AND    | 2            | 8            | 19          
660      | NOR    | 14           | 22 [TOP]     | 1           ~set[2]
661      | NOR    | 14           | 22 [TOP]     | 1           
662      | NOT    | 3            | 8            | 19          
665      | AND    | 8            | 5            | 19          
669      | NOR    | 8            | 5            | 14          
670      | NOT    | 3            | 8            | 19          
673      | AND    | 8            | 5            | 19          
677      | NOR    | 8            | 5            | 14          
678      | NOT    | 3            | 8            | 19          
682      | AND    | 8            | 5            | 19          
686      | NOR    | 8            | 5            | 14          
687      | NOT    | 3            | 8            | 19          
692      | AND    | 8            | 5            | 19          
696      | NOR    | 8            | 5            | 14          
697      | NOT    | 3            | 9            | 19          
700      | AND    | 9            | 5            | 19          
704      | NOR    | 9            | 5            | 14          
705      | NOT    | 3            | 9            | 21          
708      | AND    | 9            | 5            | 21          
712      | NOR    | 4            | 5            | 16          
713      | NOT    | 3            | 9            | 21          
717      | AND    | 9            | 5            | 21          
721      | NOR    | 4            | 5            | 16          
722      | NOT    | 3            | 9            | 21          
727      | AND    | 9            | 5            | 21          
731      | NOR    | 4            | 5            | 16          
732      | NAND   | 4            | 2            | 39          
733      | NAND   | 6            | 2            | 43 [TOP]    ~static[1]
734      | NAND   | 8            | 2            | 45 [TOP]    
735      | NOT    | 9            | 4            | 18          
736      | AND    | 2            | 7            | 17          
737      | AND    | 2            | 10           | 17          
738      | NOT    | 9            | 4            | 34          
739      | AND    | 2            | 7            | 17          
740      | AND    | 2            | 10           | 17          
741      | NOT    | 9            | 4            | 52 [TOP]    ~static[2]
742      | AND    | 2            | 7            | 17          
743      | AND    | 2            | 10           | 17          
744      | NOT    | 9            | 4            | 48 [TOP]    ~static[3]
745      | AND    | 2            | 7            | 17          
746      | AND    | 2            | 10           | 17          
747      | NOT    | 10           | 4            | 43 [TOP]    
748      | AND    | 2            | 7            | 17          
749      | AND    | 2            | 11           | 17          
750      | NOT    | 10           | 4            | 43 [TOP]    
751      | AND    | 2            | 7            | 19          
752      | AND    | 2            | 11           | 19          
753      | NOT    | 10           | 4            | 41          
754      | AND    | 2            | 7            | 19          
755      | AND    | 2            | 11           | 19          
756      | NOT    | 10           | 4            | 37          
757      | NOR    | 2            | 11           | 24          
758      | AND    | 2            | 7            | 24          
759      | AND    | 2            | 7            | 19          
760      | AND    | 2            | 11           | 19          
761      | NAND   | 12           | 4            | 41          
762      | NAND   | 12           | 4            | 43 [TOP]    
763      | NAND   | 14           | 4            | 43 [TOP]    
764      | NAND   | 11           | 4            | 52 [TOP]    
765      | NAND   | 11           | 4            | 34          
766      | NAND   | 13           | 4            | 34          
767      | BUFF   | 15           | 23 [TOP]     | 0           
768      | BUFF   | 15           | 23 [TOP]     | 0           
769      | NOR    | 8            | 5            | 14          
770      | NOR    | 8            | 5            | 14          
771      | NOR    | 8            | 5            | 14          
772      | NOR    | 8            | 5            | 14          
773      | NAND   | 15           | 9            | 32          
777      | NOR    | 8            | 5            | 14          
778      | NAND   | 11           | 7            | 34          
781      | NOR    | 8            | 5            | 16          
782      | NAND   | 7            | 5            | 34          
785      | NOR    | 8            | 5            | 16          
786      | NOR    | 8            | 5            | 21          
787      | NOR    | 8            | 5            | 16          
788      | NOR    | 6            | 25 [TOP]     | 30          
789      | AND    | 10           | 15           | 26          
790      | NOR    | 6            | 21           | 32          
791      | AND    | 10           | 13           | 28          
792      | NOR    | 6            | 17           | 30          
793      | AND    | 8            | 11           | 28          
794      | AND    | 2            | 7            | 19          
795      | NAND   | 12           | 12           | 35          
796      | NAND   | 17           | 11           | 30          
802      | NOR    | 16           | 17           | 19          
803      | NOR    | 14           | 17           | 21          
804      | NOR    | 12           | 15           | 21          
805      | NOR    | 4            | 5            | 16          
806      | NOR    | 6            | 26 [TOP]     | 29          
807      | AND    | 9            | 17           | 26          
808      | AND    | 2            | 19           | 17          
809      | AND    | 2            | 19           | 19          
810      | AND    | 2            | 17           | 19          
811      | NAND   | 18           | 5            | 3           
812      | NAND   | 14           | 15           | 37          
813      | NAND   | 16           | 15           | 41          
814      | NAND   | 18           | 15           | 23          
815      | NAND   | 28 [TOP]     | 10           | 10          
819      | NAND   | 24 [TOP]     | 10           | 32          
822      | NAND   | 20 [TOP]     | 10           | 32          
825      | NOR    | 18           | 16           | 19          
826      | NOR    | 4            | 5            | 14          
827      | NOR    | 4            | 5            | 16          
828      | NOR    | 4            | 5            | 16          
829      | NOT    | 6            | 19           | 2           
830      | NOR    | 6            | 37 [TOP]     | 29          
831      | AND    | 9            | 16           | 26          
832      | NOR    | 6            | 33 [TOP]     | 29          
833      | AND    | 9            | 16           | 26          
834      | NOR    | 6            | 29 [TOP]     | 29          
835      | AND    | 9            | 16           | 26          
836      | AND    | 2            | 18           | 17          
837      | NAND   | 16           | 5            | 3           
838      | NAND   | 18           | 5            | 3           
839      | NAND   | 18           | 5            | 3           
840      | NOT    | 20 [TOP]     | 7            | 1           
841      | NAND   | 13           | 15           | 7           
842      | NOR    | 17           | 16           | 19          
843      | NOR    | 17           | 16           | 19          
844      | NOR    | 17           | 16           | 19          
845      | NOR    | 4            | 5            | 14          
846      | NOT    | 6            | 17           | 2           
847      | NOT    | 6            | 19           | 2           
848      | NOT    | 6            | 19           | 2           
849      | AND    | 10           | 20           | 2           
850      | BUFF   | 21 [TOP]     | 8            | 0           
851      | AND    | 2            | 18           | 17          
852      | AND    | 2            | 18           | 17          
853      | AND    | 2            | 18           | 17          
854      | NAND   | 16           | 5            | 3           
855      | NOT    | 18           | 7            | 1           
856      | NOT    | 20 [TOP]     | 7            | 1           
857      | NOT    | 20 [TOP]     | 7            | 1           
858      | NOT    | 21 [TOP]     | 11           | 1           
859      | NOR    | 6            | 5            | 14          
860      | NOR    | 4            | 5            | 14          
861      | NOR    | 4            | 5            | 14          
862      | NOT    | 6            | 17           | 2           
863      | BUFF   | 19           | 8            | 0           
864      | BUFF   | 21 [TOP]     | 8            | 0           
865      | BUFF   | 21 [TOP]     | 8            | 0           
866      | BUFF   | 22 [TOP]     | 12           | 0           
867      | NAND   | 16           | 7            | 3           
868      | NAND   | 16           | 5            | 3           
869      | NAND   | 16           | 5            | 3           
870      | NOT    | 18           | 7            | 1           
871      | NOT    | 8            | 17           | 2           
872      | NOT    | 6            | 17           | 2           
873      | NOT    | 6            | 17           | 2           
874      | BUFF   | 19           | 8            | 0           
875      | NOT    | 18           | 9            | 1           
876      | NOT    | 18           | 7            | 1           
877      | NOT    | 18           | 7            | 1           
878      | BUFF   | 19           | 10           | 0           
879      | BUFF   | 19           | 8            | 0           
880      | BUFF   | 19           | 8            | 0           
